gender;age;bmi_3;bmi_5;bmi_10;bmi_25;bmi_50;bmi_75;bmi_85;bmi_90;bmi_95;bmi_97
F;7.208333333;13.22502;13.4438;13.8101;14.52021;15.50718;16.81803;17.7309008;18.47255029;19.83727506;20.97103216
F;7.291666667;13.22946;13.45037;13.8203;14.53772;15.53537;16.86129;17.78520438;18.53614768;19.91866977;21.06785511
F;7.375;13.23458;13.45764;13.83124;14.55603;15.56444;16.90553;17.8405547;18.60082149;20.00115598;21.16573466
F;7.458333333;13.24037;13.4656;13.8429;14.57513;15.59439;16.95075;17.89691898;18.66653485;20.08469037;21.2646234
F;7.541666667;13.24683;13.47425;13.85529;14.59501;15.6252;16.9969;17.95426475;18.73325124;20.16923016;21.3644746
F;7.625;13.25397;13.48359;13.86839;14.61566;15.65684;17.04396;18.01255992;18.80093458;20.25473307;21.46524221
F;7.708333333;13.26177;13.49362;13.88221;14.63706;15.6893;17.09191;18.07177271;18.86954915;20.34115737;21.56688088
F;7.791666667;13.27025;13.50432;13.89673;14.65922;15.72257;17.14072;18.13187166;18.93905963;20.42846182;21.66934595
F;7.875;13.27939;13.51571;13.91194;14.68211;15.75662;17.19037;18.19282565;19.00943108;20.51660573;21.77259347
F;7.958333333;13.28919;13.52777;13.92785;14.70572;15.79143;17.24082;18.25460388;19.08062897;20.60554896;21.87658015
F;8.041666667;13.29966;13.5405;13.94445;14.73005;15.827;17.29206;18.31717594;19.15261918;20.69525186;21.98126336
F;8.125;13.31079;13.5539;13.96173;14.75508;15.86329;17.34405;18.38051241;19.22536854;20.78567525;22.08660008
F;8.208333333;13.32257;13.56797;13.97968;14.78081;15.9003;17.39678;18.44458291;19.29884326;20.87678068;22.19254999
F;8.291666667;13.33502;13.58269;13.99829;14.80722;15.93802;17.45022;18.50935798;19.3730104;20.96853014;22.29907253
F;8.375;13.34811;13.59807;14.01757;14.8343;15.97641;17.50434;18.57480931;19.44783809;21.06088607;22.4061266
F;8.458333333;13.36185;13.6141;14.03751;14.86204;16.01546;17.55912;18.6409074;19.52329364;21.15381165;22.51367407
F;8.541666667;13.37624;13.63077;14.05809;14.89043;16.05517;17.61454;18.70762408;19.59934557;21.24727049;22.62167597
F;8.625;13.39126;13.64809;14.07931;14.91946;16.09551;17.67057;18.77493214;19.67596331;21.34122666;22.73009308
F;8.708333333;13.40693;13.66605;14.10116;14.94911;16.13646;17.7272;18.84280276;19.75311515;21.43564505;22.8388898
F;8.791666667;13.42323;13.68463;14.12364;14.97938;16.17801;17.78438;18.91120897;19.830771;21.5304909;22.94802887
F;8.875;13.44016;13.70384;14.14675;15.01026;16.22014;17.84212;18.98012366;19.90890079;21.62573005;23.05747448
F;8.958333333;13.45772;13.72368;14.17046;15.04173;16.26284;17.90037;19.04952063;19.98747533;21.72132885;23.16719057
F;9.041666667;13.4759;13.74413;14.19478;15.07378;16.30609;17.95912;19.11937316;20.06646519;21.8172543;23.27714304
F;9.125;13.4947;13.76519;14.2197;15.10641;16.34988;18.01835;19.18965453;20.14584104;21.91347402;23.38729906
F;9.208333333;13.51411;13.78685;14.2452;15.1396;16.39418;18.07803;19.26034062;20.22557581;22.00995586;23.49762289
F;9.291666667;13.53412;13.80911;14.27129;15.17334;16.43899;18.13815;19.33140487;20.30564061;22.10666864;23.60808381
F;9.375;13.55474;13.83197;14.29796;15.20762;16.48428;18.19867;19.4028226;20.38600821;22.20358151;23.71864933
F;9.458333333;13.57596;13.85541;14.32519;15.24242;16.53005;18.25959;19.47456869;20.46665117;22.30066429;23.82928884
F;9.541666667;13.59777;13.87943;14.35298;15.27775;16.57627;18.32088;19.54662051;20.5475442;22.39788709;23.9399692
F;9.625;13.62017;13.90402;14.38132;15.31358;16.62293;18.38251;19.6189515;20.628659;22.49522108;24.05066418
F;9.708333333;13.64315;13.92918;14.4102;15.3499;16.67002;18.44447;19.69153965;20.70997108;22.59263755;24.16134214
F;9.791666667;13.6667;13.9549;14.43962;15.38671;16.71751;18.50675;19.7643612;20.79145469;22.69010855;24.27197506
F;9.875;13.69082;13.98118;14.46957;15.42399;16.7654;18.5693;19.83739314;20.87308482;22.78760665;24.38253502
F;9.958333333;13.7155;14.008;14.50003;15.46173;16.81368;18.63213;19.91061278;20.9548369;22.88510501;24.49299479
F;10.04166667;13.74074;14.03535;14.531;15.49992;16.86231;18.6952;19.98399779;21.03668675;22.98257733;24.60332779
F;10.125;13.76653;14.06324;14.56247;15.53855;16.9113;18.7585;20.05752615;21.11861063;23.07999788;24.7135081
F;10.20833333;13.79287;14.09166;14.59444;15.57761;16.96062;18.82202;20.13117619;21.20058521;23.17734149;24.8235105
F;10.29166667;13.81974;14.12059;14.62688;15.61709;17.01026;18.88572;20.20492657;21.28258757;23.27458358;24.93331042
F;10.375;13.84714;14.15003;14.6598;15.65696;17.06021;18.94959;20.27875629;21.36459523;23.3717001;25.04288396
F;10.45833333;13.87506;14.17997;14.69319;15.69724;17.11045;19.01362;20.35264468;21.44658611;23.46866758;25.1522079
F;10.54166667;13.9035;14.21041;14.72703;15.73789;17.16097;19.07779;20.42657139;21.52853856;23.56546313;25.26125968
F;10.625;13.93244;14.24133;14.76132;15.77891;17.21174;19.14207;20.50051644;21.61043134;23.6620644;25.37001743
F;10.70833333;13.96188;14.27272;14.79605;15.8203;17.26277;19.20645;20.57446015;21.69224364;23.7584496;25.47845992
F;10.79166667;13.99182;14.30459;14.8312;15.86203;17.31403;19.27091;20.64838321;21.77395506;23.85459754;25.58656661
F;10.875;14.02224;14.33691;14.86677;15.9041;17.36551;19.33544;20.72226661;21.85554562;23.95048756;25.69431763
F;10.95833333;14.05314;14.36969;14.90275;15.94649;17.41719;19.40001;20.79609169;21.93699575;24.04609957;25.80169379
F;11.04166667;14.0845;14.4029;14.93913;15.98919;17.46907;19.46462;20.86984014;22.01828633;24.14141407;25.90867656
F;11.125;14.11633;14.43656;14.9759;16.0322;17.52112;19.52924;20.94349396;22.09939861;24.23641208;26.01524807
F;11.20833333;14.1486;14.47063;15.01305;16.07549;17.57333;19.59386;21.01703489;22.18031382;24.33107526;26.12139201
F;11.29166667;14.18132;14.50512;15.05056;16.11907;17.6257;19.65846;21.09044653;22.26101479;24.4253857;26.22709056
F;11.375;14.21447;14.54002;15.08844;16.1629;17.6782;19.72302;21.16371155;22.34148377;24.51932616;26.33232837
F;11.45833333;14.24805;14.57531;15.12666;16.207;17.73082;19.78754;21.2368133;22.42170373;24.61287993;26.43709027
F;11.54166667;14.28204;14.61099;15.16522;16.25134;17.78356;19.85199;21.30973548;22.50165801;24.70603086;26.54136175
F;11.625;14.31643;14.64705;15.20411;16.2959;17.83638;19.91636;21.38246211;22.58133043;24.79876336;26.64512897
F;11.70833333;14.35122;14.68347;15.24332;16.34069;17.88929;19.98063;21.45497756;22.66070517;24.89106241;26.74837878
F;11.79166667;14.3864;14.72025;15.28283;16.38568;17.94227;20.0448;21.52726655;22.73976686;24.98291353;26.85109867
F;11.875;14.42195;14.75737;15.32264;16.43087;17.99531;20.10884;21.5993141;22.81850056;25.07430281;26.95327681
F;11.95833333;14.45788;14.79484;15.36274;16.47625;18.04838;20.17274;21.6711056;22.89689172;25.16521691;27.05490205
F;12.04166667;14.49415;14.83262;15.40311;16.52179;18.10149;20.23648;21.74262677;22.97492622;25.25564304;27.15596389
F;12.125;14.53078;14.87073;15.44374;16.5675;18.15461;20.30006;21.81386368;23.05259037;25.34556897;27.25645252
F;12.20833333;14.56773;14.90914;15.48462;16.61335;18.20774;20.36346;21.88480271;23.12987089;25.43498301;27.35635878
F;12.29166667;14.60502;14.94784;15.52574;16.65934;18.26085;20.42667;21.95543061;23.20675491;25.52387405;27.45567419
F;12.375;14.64262;14.98682;15.5671;16.70546;18.31395;20.48967;22.02573445;23.28322999;25.61223153;27.55439092
F;12.45833333;14.68052;15.02607;15.60867;16.75168;18.36701;20.55245;22.09570166;23.35928412;25.70004544;27.65250183
F;12.54166667;14.71871;15.06559;15.65044;16.79801;18.42002;20.61499;22.16531999;23.43490568;25.78730634;27.75000043
F;12.625;14.75718;15.10535;15.69241;16.84442;18.47298;20.67729;22.23457754;23.51008349;25.87400532;27.8468809
F;12.70833333;14.79592;15.14535;15.73456;16.89091;18.52586;20.73934;22.30346276;23.58480678;25.96013405;27.9431381
F;12.79166667;14.83492;15.18558;15.77689;16.93746;18.57866;20.80112;22.37196443;23.65906521;26.04568474;28.03876753
F;12.875;14.87417;15.22602;15.81937;16.98407;18.63136;20.86261;22.44007167;23.73284885;26.13065016;28.13376538
F;12.95833333;14.91365;15.26666;15.86199;17.03071;18.68396;20.92382;22.50777397;23.80614819;26.21502362;28.22812848
F;13.04166667;14.95335;15.30749;15.90476;17.07738;18.73643;20.98472;22.57506113;23.87895414;26.298799;28.32185435
F;13.125;14.99326;15.34849;15.94764;17.12407;18.78878;21.04531;22.6419233;23.95125804;26.38197072;28.41494115
F;13.20833333;15.03336;15.38966;15.99063;17.17076;18.84098;21.10557;22.70835101;24.02305164;26.46453376;28.50738772
F;13.29166667;15.07365;15.43098;16.03372;17.21744;18.89302;21.1655;22.77433508;24.0943271;26.54648363;28.59919355
F;13.375;15.11411;15.47244;16.0769;17.26409;18.9449;21.22508;22.83986672;24.16507702;26.62781643;28.69035881
F;13.45833333;15.15473;15.51403;16.12014;17.31072;18.9966;21.28431;22.90493747;24.23529442;26.70852876;28.7808843
F;13.54166667;15.19549;15.55572;16.16345;17.35729;19.04811;21.34317;22.96953922;24.30497273;26.78861781;28.8707715
F;13.625;15.23639;15.59752;16.2068;17.40381;19.09942;21.40166;23.03366421;24.37410579;26.8680813;28.96002256
F;13.70833333;15.2774;15.63941;16.25018;17.45026;19.15052;21.45977;23.09730502;24.4426879;26.94691749;29.04864025
F;13.79166667;15.31852;15.68136;16.29358;17.49662;19.20139;21.51749;23.16045458;24.51071375;27.02512521;29.13662805
F;13.875;15.35972;15.72338;16.33699;17.54289;19.25204;21.5748;23.2231062;24.57817846;27.10270382;29.22399004
F;13.95833333;15.40101;15.76544;16.38039;17.58905;19.30243;21.63171;23.28525349;24.64507758;27.17965324;29.31073101
F;14.04166667;15.44235;15.80753;16.42378;17.63509;19.35257;21.68819;23.34689045;24.71140708;27.25597392;29.39685635
F;14.125;15.48374;15.84964;16.46712;17.68099;19.40245;21.74426;23.40801143;24.77716335;27.33166687;29.48237214
F;14.20833333;15.52517;15.89175;16.51042;17.72675;19.45204;21.79989;23.46861112;24.8423432;27.40673363;29.56728511
F;14.29166667;15.56661;15.93385;16.55366;17.77236;19.50136;21.85508;23.52868458;24.90694389;27.4811763;29.65160263
F;14.375;15.60805;15.97592;16.59682;17.81779;19.55037;21.90982;23.5882272;24.97096308;27.55499753;29.73533271
F;14.45833333;15.64949;16.01795;16.63989;17.86304;19.59907;21.96411;23.64723476;25.03439887;27.62820049;29.81848403
F;14.54166667;15.69089;16.05992;16.68286;17.90809;19.64746;22.01794;23.70570337;25.09724977;27.70078892;29.90106591
F;14.625;15.73225;16.10183;16.72571;17.95294;19.69552;22.0713;23.76362952;25.15951476;27.77276709;29.9830883
F;14.70833333;15.77356;16.14364;16.76842;17.99756;19.74325;22.12419;23.82101004;25.22119319;27.84413981;30.06456182
F;14.79166667;15.81478;16.18536;16.81099;18.04195;19.79062;22.1766;23.87784214;25.28228489;27.91491246;30.14549772
F;14.875;15.85592;16.22696;16.8534;18.0861;19.83764;22.22852;23.93412338;25.3427901;27.98509093;30.22590789
F;14.95833333;15.89695;16.26842;16.89563;18.12998;19.88429;22.27996;23.98985168;25.40270949;28.05468167;30.30580486
F;15.04166667;15.93785;16.30974;16.93767;18.1736;19.93057;22.3309;24.04502533;25.46204417;28.12369169;30.3852018
F;15.125;15.97862;16.35089;16.97951;18.21693;19.97646;22.38135;24.09964299;25.52079568;28.19212851;30.46411251
F;15.20833333;16.01923;16.39185;17.02112;18.25996;20.02195;22.43128;24.15370368;25.578966;28.26000023;30.54255145
F;15.29166667;16.05966;16.43262;17.0625;18.30269;20.06704;22.48072;24.20720678;25.63655753;28.32731547;30.62053368
F;15.375;16.0999;16.47318;17.10363;18.3451;20.11172;22.52963;24.26015204;25.69357313;28.3940834;30.69807493
F;15.45833333;16.13993;16.51351;17.14448;18.38717;20.15598;22.57804;24.3125396;25.75001608;28.46031375;30.77519152
F;15.54166667;16.17973;16.55358;17.18506;18.42889;20.19981;22.62592;24.36436993;25.80589011;28.52601678;30.85190042
F;15.625;16.21929;16.5934;17.22534;18.47025;20.2432;22.67329;24.41564391;25.86119939;28.59120331;30.92821925
F;15.70833333;16.25859;16.63293;17.2653;18.51124;20.28614;22.72013;24.46636278;25.91594853;28.6558847;31.00416621
F;15.79166667;16.2976;16.67216;17.30494;18.55184;20.32862;22.76644;24.51652812;25.97014258;28.72007286;31.07976017
F;15.875;16.33631;16.71107;17.34423;18.59205;20.37064;22.81222;24.56614194;26.02378703;28.78378025;31.15502058
F;15.95833333;16.37471;16.74965;17.38316;18.63184;20.41219;22.85747;24.61520657;26.07688783;28.84701989;31.22996756
F;16.04166667;16.41277;16.78787;17.42171;18.67121;20.45326;22.90219;24.66372475;26.12945136;28.90980533;31.30462183
F;16.125;16.45047;16.82573;17.45986;18.71015;20.49383;22.94637;24.71169957;26.18148447;28.97215071;31.37900471
F;16.20833333;16.4878;16.8632;17.49761;18.74863;20.53392;22.99002;24.75913451;26.23299442;29.03407069;31.45313817
F;16.29166667;16.52473;16.90025;17.53492;18.78665;20.57349;23.03313;24.80603342;26.28398896;29.0955805;31.5270448
F;16.375;16.56124;16.93689;17.5718;18.82419;20.61256;23.07571;24.85240053;26.33447627;29.15669594;31.6007478
F;16.45833333;16.59733;16.97308;17.60821;18.86125;20.65111;23.11774;24.89824041;26.38446498;29.21743336;31.67427098
F;16.54166667;16.63295;17.0088;17.64415;18.8978;20.68912;23.15924;24.94355805;26.43396418;29.27780966;31.74763877
F;16.625;16.66811;17.04404;17.67959;18.93384;20.72661;23.2002;24.98835785;26.48298259;29.33784232;31.8208776
F;16.70833333;16.70276;17.07879;17.71452;18.96935;20.76355;23.24062;25.03264836;26.53153263;29.39754939;31.89400908
F;16.79166667;16.7369;17.11301;17.74892;19.00432;20.79994;23.28051;25.07643282;26.57962232;29.45694948;31.96706354
F;16.875;16.77051;17.14669;17.78278;19.03874;20.83578;23.31986;25.11971866;26.62726338;29.51606178;32.04006655
F;16.95833333;16.80356;17.17981;17.81607;19.07258;20.87105;23.35867;25.16251271;26.67446717;29.57490604;32.11304561
F;17.04166667;16.83603;17.21234;17.84878;19.10585;20.90576;23.39696;25.20482218;26.7212455;29.63350259;32.18602887
F;17.125;16.8679;17.24429;17.88089;19.13852;20.93988;23.43471;25.24665348;26.76760965;29.69187236;32.25904682
F;17.20833333;16.89915;17.2756;17.91238;19.17059;20.97343;23.47193;25.28801794;26.81357526;29.75003682;32.33212376
F;17.29166667;16.92975;17.30628;17.94324;19.20204;21.00638;23.50863;25.32892108;26.85915312;29.80801808;32.40529387
F;17.375;16.95969;17.3363;17.97344;19.23285;21.03874;23.5448;25.3693713;26.90435663;29.8658388;32.47858818
F;17.45833333;16.98894;17.36564;18.00298;19.26301;21.07049;23.58045;25.40937929;26.94920132;29.92352223;32.55203545
F;17.54166667;17.01749;17.39427;18.03182;19.29252;21.10163;23.61558;25.44895346;26.9937009;29.98109225;32.62566902
F;17.625;17.0453;17.42218;18.05996;19.32135;21.13216;23.65019;25.48810377;27.03787056;30.03857329;32.69952105
F;17.70833333;17.07236;17.44935;18.08737;19.34949;21.16206;23.68429;25.52684029;27.08172575;30.09599042;32.77362474
F;17.79166667;17.09864;17.47576;18.11403;19.37693;21.19134;23.71788;25.56517184;27.12528094;30.15336926;32.84801632
F;17.875;17.12413;17.50137;18.13993;19.40366;21.21997;23.75097;25.603114;27.16855668;30.21073618;32.92272296
F;17.95833333;17.14879;17.52618;18.16505;19.42965;21.24797;23.78356;25.64067435;27.21156668;30.26811799;32.9977851
F;18.04166667;17.1726;17.55015;18.18937;19.45491;21.27532;23.81564;25.67786376;27.25432769;30.32554216;33.07323931
F;18.125;17.19555;17.57328;18.21286;19.47941;21.30202;23.84724;25.714697;27.29685999;30.38303689;33.14911749
F;18.20833333;17.2176;17.59553;18.23552;19.50314;21.32805;23.87835;25.75118107;27.33917721;30.44063073;33.22546443
F;18.29166667;17.23874;17.61689;18.25732;19.52608;21.35343;23.90898;25.7873338;27.38130268;30.49835324;33.30230965
F;18.375;17.25894;17.63733;18.27824;19.54823;21.37812;23.93912;25.82316611;27.42325378;30.55623433;33.37969431
F;18.45833333;17.27818;17.65683;18.29826;19.56957;21.40215;23.9688;25.85869115;27.46505002;30.61430463;33.45765732
F;18.54166667;17.29643;17.67537;18.31736;19.59008;21.42548;23.99801;25.89392241;27.50671138;30.67259539;33.53623826
F;18.625;17.31367;17.69293;18.33552;19.60975;21.44813;24.02676;25.92887369;27.54825824;30.73113849;33.61547736
F;18.70833333;17.32987;17.70948;18.35273;19.62857;21.47008;24.05505;25.96355908;27.58971144;30.78996648;33.69541553
F;18.79166667;17.34501;17.725;18.36896;19.64651;21.49134;24.08289;25.99799301;27.63109226;30.84911253;33.77609435
F;18.875;17.35907;17.73946;18.38419;19.66358;21.51188;24.11029;26.03219019;27.67242239;30.90861047;33.8575561
F;18.95833333;17.37203;17.75286;18.39841;19.67975;21.53171;24.13725;26.06616563;27.71372396;30.96849476;33.93984372
F;19.04166667;17.38385;17.76515;18.41159;19.695;21.55082;24.16378;26.09993465;27.75501954;31.02880054;34.02300086
F;19.125;17.39451;17.77632;18.42371;19.70933;21.56921;24.18988;26.13351285;27.7963321;31.08956357;34.10707184
F;19.20833333;17.40399;17.78635;18.43475;19.72272;21.58686;24.21557;26.16691611;27.83768505;31.1508203;34.1921017
F;19.29166667;17.41226;17.79521;18.4447;19.73516;21.60378;24.24084;26.20016061;27.87910223;31.21260782;34.27813617
F;19.375;17.4193;17.80288;18.45352;19.74662;21.61996;24.26571;26.23326279;27.92060786;31.27496389;34.3652217
F;19.45833333;17.42508;17.80934;18.46121;19.7571;21.63539;24.29019;26.26623937;27.9622266;31.33792691;34.45340544
F;19.54166667;17.42958;17.81456;18.46773;19.76658;21.65006;24.31427;26.29911039;28.00398629;31.40153631;34.54273066
F;19.625;17.43278;17.81852;18.47308;19.77505;21.66397;24.33798;26.33188509;28.04590512;31.46583097;34.6332581
F;19.70833333;17.43465;17.82119;18.47722;19.78248;21.67712;24.3613;26.36458581;28.08801335;31.53085181;34.72502979
F;19.79166667;17.43515;17.82256;18.48014;19.78887;21.68949;24.38426;26.39723077;28.13033767;31.59663995;34.81809511
F;19.875;17.43427;17.82259;18.48182;19.7942;21.70108;24.40686;26.42983873;28.17290543;31.66323724;34.91250374
F;19.95833333;17.43199;17.82127;18.48223;19.79846;21.71189;24.4291;26.4624291;28.21574476;31.73068625;35.00830552
F;20;17.43031;17.82009;18.48196;19.80018;21.717;24.4401;26.47871966;28.23727135;31.76474311;35.05675093
